;6x6;7x7;8x8;9x9
bfs;0.013992;0.013933;0.15791;1.8091
dfs;0.01199;0.003005;0.092905;0.11001
uniform;0.040879;0.024623;0.17339;1.7565
greedySearch;0.017486;0.020193;0.18097;2.0637
aStar;0.0029921;0.012013;0.1418;0.62157
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;6x6;7x7;8x8;9x9
iterativeDeepening;0.083583832;0.111548185;2.549075842;29.57399678
