;Time6x6;Time7x7;Time8x8;Time9x9
bfs;0.013992547988891602;0.013933658599853516;0.1579146385192871;1.8091742992401123
dfs;0.011990070343017578;0.0030050277709960938;0.09290528297424316;0.1100165843963623
iterativeDeepening;0.08358383178710938;0.11154818534851074;2.5490758419036865;29.573996782302856
uniform;0.04087972640991211;0.024623632431030273;0.17339611053466797;1.7565844058990479
greedySearch;0.017486095428466797;0.02019333839416504;0.18097305297851562;2.0637295246124268
aStar;0.0029921531677246094;0.01201319694519043;0.14180684089660645;0.6215777397155762
