;Time6x6;Time7x7;Time8x8;Time9x9
heuristic1;0.022903919219970703;0.01367044448852539;0.1612720489501953;2.156336545944214
heuristic2;0.01596355438232422;0.01852107048034668;0.21457624435424805;1.988896369934082
heuristic3;0.01928997039794922;0.016502857208251953;0.2007005214691162;2.1446335315704346
